"","network","state","site_name","description","start","end","latitude","longitude","elev","county","site_id"
"795","SNTL","WY","gros ventre summit ","Cottonwood Creek (170401020203)",1976-04-01,2019-12-10,43.39,-110.13,2667,"Teton",506
"796","SNTL","WY","phillips bench ","Sheep Creek (170401030504)",1976-03-01,2019-12-10,43.52,-110.91,2499,"Teton",689
"797","SNTL","WY","south brush creek ","Henry Creek-Big Creek (101800020303)",1976-02-01,2019-12-10,41.33,-106.5,2573,"Carbon",772
"798","SNTL","WY","webber springs ","North Fork Encampment River (101800020406)",1976-02-01,2019-12-10,41.16,-106.93,2819,"Carbon",852
"799","SNTL","MT","calvert creek ","Fishtrap Creek (100200040801)",1974-10-01,2019-12-10,45.88,-113.33,1960,"Deer Lodge",381
"800","SNTL","AK","mt. alyeska ","Glacier Creek (190203020702)",1971-10-01,2019-12-10,60.96,-149.09,469,"Anchorage",1103
"801","SNTL","MT","clover meadow ","Ruby Creek (100200070803)",1971-10-01,2019-12-10,45.02,-111.85,2621,"Madison",403
"802","SNTL","MT","tepee creek ","Middle West Fork Madison River (100200070602)",1971-10-01,2019-12-10,44.79,-111.71,2438,"Madison",813
"803","SNTL","NM","frisco divide ","Stone Creek-San Francisco River (150400040303)",1971-10-01,2019-12-10,33.74,-108.95,2438,"Catron",486
"804","SNTL","AZ","white horse lake ","Upper Hell Canyon (150602020204)",1970-11-01,2019-12-10,35.14,-112.15,2188,"Coconino",861
"805","SNTL","MT","divide ","Headwaters Ruby River (100200030102)",1971-01-01,2019-12-10,44.79,-112.06,2377,"Madison",448
"806","SNTL","MT","lemhi ridge ","Trail Creek (100200011106)",1971-01-01,2019-12-10,44.99,-113.44,2469,"Beaverhead",576
"807","SNTL","MT","lubrecht flume ","Placid Lake (170102031204)",1970-10-01,2019-12-10,46.88,-113.32,1426,"Missoula",604
"808","SNTL","MT","flattop mtn. ","McDonald Creek Headwaters (170102070501)",1969-10-01,2019-12-10,48.8,-113.86,1920,"Flathead",482
"809","SNTL","MT","badger pass ","North Badger Creek (100302010201)",1968-10-01,2019-12-10,48.13,-113.02,2103,"Pondera",307
"810","SNTL","MT","banfield mountain ","Bristow Creek (170101011202)",1968-10-01,2019-12-10,48.57,-115.45,1707,"Lincoln",311
"811","SNTL","MT","garver creek ","Upper West Fork Yaak River (170101030202)",1968-10-01,2019-12-10,48.98,-115.82,1295,"Lincoln",918
"812","SNTL","MT","grave creek ","Upper Grave Creek (170101010801)",1968-10-01,2019-12-10,48.91,-114.77,1311,"Flathead",500
"813","SNTL","MT","hawkins lake ","South Fork Hawkins Creek-Hawkins Creek (170101050201)",1968-10-01,2019-12-10,48.97,-115.95,1966,"Lincoln",516
"814","SNTL","MT","mount lockhart ","Middle North Fork Teton River (100302050102)",1968-10-01,2019-12-10,47.92,-112.82,1951,"Teton",649
"815","SNTL","MT","poorman creek ","Upper Libby Creek (170101011301)",1968-10-01,2019-12-10,48.13,-115.62,1554,"Lincoln",932
"816","SNTL","MT","stahl peak ","Upper Grave Creek (170101010801)",1968-10-01,2019-12-10,48.91,-114.86,1838,"Lincoln",787
"817","SNTL","MT","waldron ","Middle North Fork Teton River (100302050102)",1968-10-01,2019-12-10,47.92,-112.79,1707,"Teton",847
"818","SNTL","MT","black bear ","Madison Arm-Madison River (100200070202)",1967-10-01,2019-12-10,44.51,-111.13,2490,"Gallatin",347
"819","SNTL","MT","frohner meadow ","Lump Gulch (100301011305)",1967-10-01,2019-12-10,46.44,-112.19,1975,"Jefferson",487
"820","SNTL","MT","madison plateau ","Middle South Fork Madison River (100200070204)",1967-10-01,2019-12-10,44.59,-111.12,2362,"Gallatin",609
"821","SNTL","MT","n fk elk creek ","Placid Lake (170102031204)",1967-10-01,2019-12-10,46.87,-113.28,1905,"Powell",657
"822","SNTL","MT","nez perce camp ","Nez Pierce Fork-Nelson Lake (170102050204)",1967-10-01,2019-12-10,45.73,-114.48,1722,"Ravalli",662
"823","SNTL","MT","rocker peak ","Cataract Creek (100200060302)",1967-10-01,2019-12-10,46.36,-112.26,2438,"Jefferson",722
"824","SNTL","MT","rocky boy ","Upper Beaver Creek (100500040101)",1967-10-01,2019-12-10,48.17,-109.65,1433,"Hill",917
"825","SNTL","MT","saddle mtn. ","Camp Creek (170102050502)",1967-10-01,2019-12-10,45.69,-113.97,2420,"Beaverhead",727
"826","SNTL","MT","twelvemile creek ","Lost Horse Creek (170102050601)",1967-10-01,2019-12-10,46.14,-114.45,1707,"Ravalli",835
"827","SNTL","MT","twin lakes ","Lost Horse Creek (170102050601)",1967-10-01,2019-12-10,46.14,-114.51,1951,"Ravalli",836
"828","SNTL","MT","whiskey creek ","Upper South Fork Madison River (100200070203)",1967-10-01,2019-12-10,44.61,-111.15,2073,"Gallatin",858
"829","SNTL","AK","long lake ","190102060505-Dawes Glacier (190102060505)",1966-10-01,2019-12-10,58.19,-133.83,259,"Juneau",1001
"830","SNTL","MT","beaver creek ","Upper Beaver Creek (100200070402)",1966-10-01,2019-12-10,44.95,-111.36,2393,"Gallatin",328
"831","SNTL","MT","carrot basin ","Specimen Creek (100200080105)",1966-10-01,2019-12-10,44.96,-111.29,2743,"Gallatin",385
"832","SNTL","MT","crystal lake ","Big Rock Creek (100401030204)",1967-09-01,2019-12-10,46.79,-109.51,1844,"Fergus",427
"833","SNTL","MT","daly creek ","Daly Creek (170102050901)",1966-10-01,2019-12-10,46.18,-113.85,1762,"Ravalli",433
"834","SNTL","MT","deadman creek ","Headwaters Sheep Creek (100301030401)",1966-10-01,2019-12-10,46.79,-110.68,1966,"Meagher",437
"835","SNTL","MT","fisher creek ","Hoodoo Creek (100700060202)",1966-10-01,2019-12-10,45.06,-109.94,2774,"Park",480
"836","SNTL","MT","hoodoo basin ","Upper Trout Creek (170102040607)",1966-10-01,2019-12-10,46.98,-115.03,1844,"Mineral",530
"837","SNTL","MT","skalkaho summit ","Middle West Fork Ross Creek (170102021003)",1966-10-01,2019-12-10,46.24,-113.77,2210,"Granite",760
"838","SNTL","MT","spur park ","Cleveland Creek (100401030301)",1966-10-01,2019-12-10,46.78,-110.62,2469,"Judith Basin",781
"839","SNTL","MT","west yellowstone ","Lower South Fork Madison River (100200070205)",1966-10-01,2019-12-10,44.66,-111.09,2042,"Gallatin",924
"840","SNTL","MT","white mill ","Hoodoo Creek (100700060202)",1966-10-01,2019-12-10,45.05,-109.91,2652,"Park",862
"841","SNTL","WY","timber creek ","Rose Creek-Greybull River (100800090210)",1967-08-01,2019-12-10,44.03,-109.18,2423,"Park",819
"842","SNTL","AZ","baker butte ","Pine Creek (150602030206)",1965-10-01,2019-12-10,34.46,-111.41,2225,"Gila",308
"843","SNTL","MT","black pine ","Marshall Creek (170102020203)",1965-10-01,2019-12-10,46.41,-113.43,2198,"Granite",349
"844","SNTL","MT","combination ","Upper South Fork Lower Middle Creek (170102020401)",1965-10-01,2019-12-10,46.47,-113.39,1707,"Granite",410
"845","SNTL","MT","peterson meadows ","Silver Lake (170102020101)",1965-10-01,2019-12-10,46.13,-113.31,2195,"Granite",930
"846","SNTL","MT","shower falls ","Upper Hyalite Creek (100200081001)",1964-10-01,2019-12-10,45.4,-110.96,2469,"Gallatin",754
"847","SNTL","MT","lick creek ","Upper Hyalite Creek (100200081001)",1963-10-01,2019-12-10,45.5,-110.97,2091,"Gallatin",578
"848","SNTL","WY","elkhart park g.s. ","Lake Creek (140401020103)",1963-10-01,2019-12-10,43.01,-109.76,2865,"Sublette",468
"849","SNTL","WY","kelley r.s. ","Upper Dry Muddy Creek (140401070501)",1963-10-01,2019-12-10,42.27,-110.8,2493,"Lincoln",554
"850","SNTL","AZ","mormon mountain ","Mormon Lake (150200150201)",1963-01-01,2019-12-10,34.94,-111.52,2286,"Coconino",640
"851","SNTL","CO","berthoud summit ","Upper Fraser River (140100010202)",1963-09-01,2019-12-10,39.8,-105.78,3444,"Grand",335
"852","SNTL","WY","big sandy opening ","Black Joe Creek-Big Sandy River (140401040101)",1963-03-01,2019-12-10,42.65,-109.26,2768,"Sublette",342
"853","SNTL","WY","brooklyn lake ","Spring Creek (101800100502)",1962-10-01,2019-12-10,41.36,-106.23,3121,"Albany",367
"854","SNTL","WY","lewis lake divide ","Basin Creek-Snake River (170401010104)",1963-09-01,2019-12-10,44.21,-110.67,2393,"Teton",577
"855","SNTL","WY","casper mtn. ","Pratts Soda Lakes (101800070804)",1962-01-01,2019-12-10,42.73,-106.32,2408,"Natrona",389
"856","SNTL","WY","grassy lake ","Mountain Ash Creek (170402030202)",1962-09-01,2019-12-10,44.13,-110.83,2214,"Teton",499
"857","SNTL","WY","north french creek ","Encampment River-West Fork (101800020502)",1962-09-01,2019-12-10,41.33,-106.38,3088,"Carbon",668
"858","SNTL","WY","old battle ","Upper Sage Creek (101800020901)",1962-09-01,2019-12-10,41.15,-106.97,3048,"Carbon",673
"859","SNTL","MT","cole creek ","Skunk Creek-Clarks Fork Yellowstone Creek (100700060801)",1960-10-01,2019-12-10,45.19,-109.35,2393,"Carbon",407
"860","SNTL","MT","lakeview ridge ","Odell Creek (100200010105)",1960-10-01,2019-12-10,44.59,-111.82,2256,"Beaverhead",568
"861","SNTL","MT","moss peak ","Polson (170102080404)",1961-04-01,2019-12-10,47.68,-113.96,2067,"Lake",646
"862","SNTL","MT","noisy basin ","Lower Ashley Creek (170102080208)",1961-04-01,2019-12-10,48.16,-113.95,1841,"Flathead",664
"863","SNTL","MT","north fork jocko ","Middle Fork Jocko River (170102120702)",1961-04-01,2019-12-10,47.27,-113.76,1929,"Missoula",667
"864","SNTL","MT","pike creek ","Upper South Fork Two Medicine River (100302010103)",1960-10-01,2019-12-10,48.3,-113.33,1807,"Pondera",693
"865","SNTL","WY","canyon ","Upper Slough Creek (100700010705)",1960-10-01,2019-12-10,44.72,-110.51,2399,"Park",384
"866","SNTL","WY","snider basin ","Upper South Piney Creek (140401010906)",1961-01-01,2019-12-10,42.49,-110.53,2457,"Sublette",765
"867","SNTL","WY","togwotee pass ","Upper Horse Creek (100800010201)",1960-10-01,2019-12-10,43.75,-110.06,2920,"Teton",822
"868","SNTL","WY","salt river summit ","Upper Crow Creek (170401050101)",1959-10-01,2019-12-10,42.51,-110.91,2329,"Lincoln",730
"869","SNTL","AZ","hannagan meadows ","Upper Beaver Creek (150601010107)",1956-10-01,2019-12-10,33.65,-109.31,2749,"Greenlee",511
"870","SNTL","AZ","heber ","West Fork Black Canyon (150200100201)",1953-10-01,2019-12-10,34.31,-110.75,2329,"Coconino",519
"871","SNTL","AZ","maverick fork ","Upper West Fork Black River (150601010104)",1953-10-01,2019-12-10,33.92,-109.46,2804,"Apache",617
"872","SNTL","AZ","baldy ","Hall Creek-Little Colorado River (150200010203)",1949-11-01,2019-12-10,33.98,-109.5,2781,"Apache",310
"873","SNTL","WY","powder river pass ","Bud Kimball Creek (100800080304)",1949-10-01,2019-12-10,44.16,-107.13,2890,"Johnson",703
"874","SNTL","AZ","workman creek ","Workman Creek (150601030802)",1938-12-01,2019-12-10,33.81,-110.92,2103,"Gila",877
"875","SNTL","MT","northeast entrance ","Cold Creek (100700010602)",1937-10-01,2019-12-10,45.01,-110.01,2240,"Yellowstone National Park",670
